Date,Adj. Close
2007-01-03,15.903016947122
2007-01-04,15.931787669776
2007-01-05,15.75916333385
2007-01-08,15.831090140486
2007-01-09,15.85986086314
2007-01-10,15.85986086314
2007-01-11,15.816704779159
2007-01-12,16.075641283047
2007-01-16,15.572153636598
2007-01-17,15.719603590201
2007-01-18,16.001731772446
2007-01-19,16.31279617851
2007-01-22,15.965561492671
2007-01-23,15.386837016271
2007-01-24,15.545986247281
2007-01-25,15.524284079416
2007-01-26,15.567688415146
2007-01-29,15.611092750876
2007-01-30,16.095774499861
2007-01-31,16.233221563005
2007-02-01,16.435775129745
2007-02-02,16.392370794015
2007-02-05,16.421307017835
2007-02-06,16.783009815585
2007-02-07,16.696201144125
2007-02-08,16.79024387154
2007-02-09,16.421307017835
2007-02-12,16.55875408098
2007-02-13,16.696201144125
2007-02-14,16.79024387154
2007-02-15,16.710669256035
2007-02-16,16.80471198345
2007-02-20,16.86258443109
2007-02-21,16.86258443109
2007-02-22,16.710669256035
2007-02-23,16.76130764772
2007-02-26,16.5876903048
2007-02-27,16.35620051424
2007-02-28,16.435775129745
2007-03-01,16.41407296188
2007-03-02,16.25492373087
2007-03-05,16.218753451095
2007-03-06,16.24045561896
2007-03-07,16.2983280666
2007-03-08,15.574922471101
2007-03-09,15.748539814021
2007-03-12,15.603858694921
2007-03-13,15.871518765256
2007-03-14,15.958327436716
2007-03-15,15.914923100986
2007-03-16,15.980029604581
2007-03-19,16.38513673806
2007-03-20,16.681733032215
2007-03-21,16.77577575963
2007-03-22,16.956627158505
2007-03-23,17.484713243219
2007-03-26,17.340032124119
2007-03-27,17.130244501425
2007-03-28,16.927690934685
2007-03-29,16.96386121446
2007-03-30,17.03620177401
2007-04-02,17.144712613335
2007-04-03,17.282159676479
2007-04-04,17.22428722884
2007-04-05,17.05066988592
2007-04-09,17.376202403894
2007-04-10,17.260457508614
2007-04-11,16.913222822775
2007-04-12,17.09407422165
2007-04-13,17.22428722884
2007-04-16,17.282159676479
2007-04-17,17.144712613335
2007-04-18,17.387053487827
2007-04-19,17.176169108426
2007-04-20,17.605209742379
2007-04-23,17.387053487827
2007-04-24,17.4815878648
2007-04-25,17.365237862372
2007-04-26,17.183440983578
2007-04-27,17.248887859944
2007-04-30,17.299790986006
2007-05-01,17.568850366621
2007-05-02,17.350694112068
2007-05-03,17.539762866014
2007-05-04,17.496131615103
